Index       FREQ            VDB(VOUT)         VM(VOUT)     
62       4.16869383e+00    2.36079289e+01    1.51494353e+01
63       4.26579519e+00    2.36079289e+01    1.51494353e+01
64       4.36515832e+00    2.36079289e+01    1.51494352e+01
65       4.46683592e+00    2.36079288e+01    1.51494352e+01
66       4.57088190e+00    2.36079288e+01    1.51494352e+01
67       4.67735141e+00    2.36079288e+01    1.51494351e+01
68       4.78630092e+00    2.36079288e+01    1.51494351e+01
69       4.89778819e+00    2.36079288e+01    1.51494351e+01
70       5.01187234e+00    2.36079287e+01    1.51494350e+01
71       5.12861384e+00    2.36079287e+01    1.51494350e+01
72       5.24807460e+00    2.36079287e+01    1.51494350e+01
73       5.37031796e+00    2.36079287e+01    1.51494349e+01
74       5.49540874e+00    2.36079286e+01    1.51494349e+01
75       5.62341325e+00    2.36079286e+01    1.51494348e+01
76       5.75439937e+00    2.36079286e+01    1.51494348e+01
77       5.88843655e+00    2.36079286e+01    1.51494347e+01
78       6.02559586e+00    2.36079285e+01    1.51494347e+01
79       6.16595002e+00    2.36079285e+01    1.51494346e+01
80       6.30957344e+00    2.36079285e+01    1.51494346e+01
81       6.45654229e+00    2.36079284e+01    1.51494345e+01
82       6.60693448e+00    2.36079284e+01    1.51494344e+01
83       6.76082975e+00    2.36079284e+01    1.51494344e+01
84       6.91830971e+00    2.36079283e+01    1.51494343e+01
85       7.07945784e+00    2.36079283e+01    1.51494342e+01
86       7.24435960e+00    2.36079282e+01    1.51494341e+01
87       7.41310241e+00    2.36079282e+01    1.51494341e+01
88       7.58577575e+00    2.36079281e+01    1.51494340e+01
89       7.76247117e+00    2.36079281e+01    1.51494339e+01
90       7.94328235e+00    2.36079280e+01    1.51494338e+01
91       8.12830516e+00    2.36079280e+01    1.51494337e+01
92       8.31763771e+00    2.36079279e+01    1.51494336e+01
93       8.51138038e+00    2.36079279e+01    1.51494335e+01
94       8.70963590e+00    2.36079278e+01    1.51494334e+01
95       8.91250938e+00    2.36079277e+01    1.51494333e+01
96       9.12010839e+00    2.36079277e+01    1.51494331e+01
97       9.33254301e+00    2.36079276e+01    1.51494330e+01
98       9.54992586e+00    2.36079275e+01    1.51494329e+01
99       9.77237221e+00    2.36079274e+01    1.51494327e+01
100      1.00000000e+01    2.36079273e+01    1.51494326e+01
101      1.02329299e+01    2.36079273e+01    1.51494324e+01
102      1.04712855e+01    2.36079272e+01    1.51494323e+01
103      1.07151931e+01    2.36079271e+01    1.51494321e+01
104      1.09647820e+01    2.36079270e+01    1.51494319e+01
105      1.12201845e+01    2.36079269e+01    1.51494317e+01
106      1.14815362e+01    2.36079267e+01    1.51494316e+01
107      1.17489755e+01    2.36079266e+01    1.51494313e+01
108      1.20226443e+01    2.36079265e+01    1.51494311e+01
109      1.23026877e+01    2.36079264e+01    1.51494309e+01
110      1.25892541e+01    2.36079262e+01    1.51494307e+01
111      1.28824955e+01    2.36079261e+01    1.51494304e+01
112      1.31825674e+01    2.36079260e+01    1.51494302e+01
113      1.34896288e+01    2.36079258e+01    1.51494299e+01
114      1.38038426e+01    2.36079256e+01    1.51494296e+01
115      1.41253754e+01    2.36079255e+01    1.51494293e+01
116      1.44543977e+01    2.36079253e+01    1.51494290e+01
117      1.47910839e+01    2.36079251e+01    1.51494287e+01
118      1.51356125e+01    2.36079249e+01    1.51494284e+01
119      1.54881662e+01    2.36079247e+01    1.51494280e+01
120      1.58489319e+01    2.36079245e+01    1.51494277e+01
121      1.62181010e+01    2.36079243e+01    1.51494273e+01
122      1.65958691e+01    2.36079241e+01    1.51494269e+01
123      1.69824365e+01    2.36079238e+01    1.51494265e+01
124      1.73780083e+01    2.36079236e+01    1.51494260e+01
125      1.77827941e+01    2.36079233e+01    1.51494255e+01
126      1.81970086e+01    2.36079230e+01    1.51494251e+01
127      1.86208714e+01    2.36079227e+01    1.51494246e+01
128      1.90546072e+01    2.36079224e+01    1.51494240e+01
129      1.94984460e+01    2.36079221e+01    1.51494235e+01
130      1.99526231e+01    2.36079218e+01    1.51494229e+01
131      2.04173794e+01    2.36079214e+01    1.51494223e+01
132      2.08929613e+01    2.36079211e+01    1.51494216e+01
133      2.13796209e+01    2.36079207e+01    1.51494210e+01
134      2.18776162e+01    2.36079203e+01    1.51494203e+01
135      2.23872114e+01    2.36079199e+01    1.51494196e+01
136      2.29086765e+01    2.36079194e+01    1.51494188e+01
137      2.34422882e+01    2.36079190e+01    1.51494180e+01
138      2.39883292e+01    2.36079185e+01    1.51494171e+01
139      2.45470892e+01    2.36079180e+01    1.51494163e+01
140      2.51188643e+01    2.36079175e+01    1.51494154e+01
141      2.57039578e+01    2.36079169e+01    1.51494144e+01
142      2.63026799e+01    2.36079163e+01    1.51494134e+01
143      2.69153480e+01    2.36079157e+01    1.51494123e+01
144      2.75422870e+01    2.36079151e+01    1.51494112e+01
145      2.81838293e+01    2.36079144e+01    1.51494101e+01
146      2.88403150e+01    2.36079137e+01    1.51494089e+01
147      2.95120923e+01    2.36079130e+01    1.51494076e+01
148      3.01995172e+01    2.36079123e+01    1.51494063e+01
149      3.09029543e+01    2.36079115e+01    1.51494049e+01
150      3.16227766e+01    2.36079106e+01    1.51494035e+01
151      3.23593657e+01    2.36079098e+01    1.51494020e+01
152      3.31131121e+01    2.36079089e+01    1.51494004e+01
153      3.38844156e+01    2.36079079e+01    1.51493987e+01
154      3.46736850e+01    2.36079069e+01    1.51493970e+01
155      3.54813389e+01    2.36079059e+01    1.51493952e+01
156      3.63078055e+01    2.36079048e+01    1.51493933e+01
157      3.71535229e+01    2.36079037e+01    1.51493913e+01
158      3.80189396e+01    2.36079025e+01    1.51493892e+01
159      3.89045145e+01    2.36079012e+01    1.51493871e+01
160      3.98107171e+01    2.36078999e+01    1.51493848e+01
161      4.07380278e+01    2.36078986e+01    1.51493824e+01
162      4.16869383e+01    2.36078972e+01    1.51493800e+01
163      4.26579519e+01    2.36078957e+01    1.51493774e+01
164      4.36515832e+01    2.36078941e+01    1.51493747e+01
165      4.46683592e+01    2.36078925e+01    1.51493718e+01
166      4.57088190e+01    2.36078908e+01    1.51493689e+01
167      4.67735141e+01    2.36078890e+01    1.51493658e+01
168      4.78630092e+01    2.36078872e+01    1.51493625e+01
169      4.89778819e+01    2.36078852e+01    1.51493592e+01
170      5.01187234e+01    2.36078832e+01    1.51493556e+01
171      5.12861384e+01    2.36078811e+01    1.51493519e+01
172      5.24807460e+01    2.36078789e+01    1.51493481e+01
173      5.37031796e+01    2.36078766e+01    1.51493440e+01
174      5.49540874e+01    2.36078742e+01    1.51493398e+01
175      5.62341325e+01    2.36078716e+01    1.51493354e+01
176      5.75439937e+01    2.36078690e+01    1.51493308e+01
177      5.88843655e+01    2.36078662e+01    1.51493260e+01
178      6.02559586e+01    2.36078634e+01    1.51493210e+01
179      6.16595002e+01    2.36078604e+01    1.51493158e+01
180      6.30957344e+01    2.36078573e+01    1.51493103e+01
181      6.45654229e+01    2.36078540e+01    1.51493046e+01
182      6.60693448e+01    2.36078506e+01    1.51492987e+01
183      6.76082975e+01    2.36078470e+01    1.51492925e+01
184      6.91830971e+01    2.36078433e+01    1.51492860e+01
185      7.07945784e+01    2.36078394e+01    1.51492793e+01
186      7.24435960e+01    2.36078354e+01    1.51492722e+01
187      7.41310241e+01    2.36078312e+01    1.51492649e+01
188      7.58577575e+01    2.36078268e+01    1.51492572e+01
189      7.76247117e+01    2.36078222e+01    1.51492493e+01
190      7.94328235e+01    2.36078175e+01    1.51492410e+01
191      8.12830516e+01    2.36078125e+01    1.51492323e+01
192      8.31763771e+01    2.36078073e+01    1.51492233e+01
193      8.51138038e+01    2.36078019e+01    1.51492139e+01
194      8.70963590e+01    2.36077963e+01    1.51492041e+01
195      8.91250938e+01    2.36077905e+01    1.51491939e+01
196      9.12010839e+01    2.36077844e+01    1.51491833e+01
197      9.33254301e+01    2.36077781e+01    1.51491723e+01
198      9.54992586e+01    2.36077715e+01    1.51491608e+01
199      9.77237221e+01    2.36077647e+01    1.51491489e+01
200      1.00000000e+02    2.36077576e+01    1.51491365e+01
201      1.02329299e+02    2.36077502e+01    1.51491237e+01
202      1.04712855e+02    2.36077426e+01    1.51491103e+01
203      1.07151931e+02    2.36077346e+01    1.51490964e+01
204      1.09647820e+02    2.36077263e+01    1.51490820e+01
205      1.12201845e+02    2.36077178e+01    1.51490671e+01
206      1.14815362e+02    2.36077089e+01    1.51490516e+01
207      1.17489755e+02    2.36076997e+01    1.51490355e+01
208      1.20226443e+02    2.36076901e+01    1.51490189e+01
209      1.23026877e+02    2.36076802e+01    1.51490016e+01
210      1.25892541e+02    2.36076700e+01    1.51489837e+01
211      1.28824955e+02    2.36076594e+01    1.51489652e+01
212      1.31825674e+02    2.36076484e+01    1.51489461e+01
213      1.34896288e+02    2.36076371e+01    1.51489263e+01
214      1.38038426e+02    2.36076254e+01    1.51489059e+01
215      1.41253754e+02    2.36076133e+01    1.51488848e+01
216      1.44543977e+02    2.36076008e+01    1.51488630e+01
217      1.47910839e+02    2.36075879e+01    1.51488405e+01
218      1.51356125e+02    2.36075746e+01    1.51488173e+01
219      1.54881662e+02    2.36075609e+01    1.51487935e+01
220      1.58489319e+02    2.36075468e+01    1.51487689e+01
221      1.62181010e+02    2.36075323e+01    1.51487435e+01
222      1.65958691e+02    2.36075173e+01    1.51487175e+01
223      1.69824365e+02    2.36075020e+01    1.51486907e+01
224      1.73780083e+02    2.36074862e+01    1.51486632e+01
225      1.77827941e+02    2.36074700e+01    1.51486350e+01
226      1.81970086e+02    2.36074534e+01    1.51486061e+01
227      1.86208714e+02    2.36074364e+01    1.51485764e+01
228      1.90546072e+02    2.36074190e+01    1.51485460e+01
229      1.94984460e+02    2.36074012e+01    1.51485150e+01
230      1.99526231e+02    2.36073830e+01    1.51484832e+01
231      2.04173794e+02    2.36073644e+01    1.51484507e+01
232      2.08929613e+02    2.36073454e+01    1.51484176e+01
233      2.13796209e+02    2.36073260e+01    1.51483838e+01
234      2.18776162e+02    2.36073062e+01    1.51483493e+01
235      2.23872114e+02    2.36072861e+01    1.51483143e+01
236      2.29086765e+02    2.36072657e+01    1.51482786e+01
237      2.34422882e+02    2.36072449e+01    1.51482423e+01
238      2.39883292e+02    2.36072238e+01    1.51482055e+01
239      2.45470892e+02    2.36072024e+01    1.51481682e+01
240      2.51188643e+02    2.36071807e+01    1.51481304e+01
241      2.57039578e+02    2.36071587e+01    1.51480921e+01
242      2.63026799e+02    2.36071365e+01    1.51480534e+01
243      2.69153480e+02    2.36071141e+01    1.51480142e+01
244      2.75422870e+02    2.36070915e+01    1.51479748e+01
245      2.81838293e+02    2.36070686e+01    1.51479349e+01
246      2.88403150e+02    2.36070456e+01    1.51478948e+01
247      2.95120923e+02    2.36070225e+01    1.51478545e+01
248      3.01995172e+02    2.36069992e+01    1.51478139e+01
249      3.09029543e+02    2.36069759e+01    1.51477732e+01
250      3.16227766e+02    2.36069525e+01    1.51477324e+01
251      3.23593657e+02    2.36069290e+01    1.51476914e+01
252      3.31131121e+02    2.36069055e+01    1.51476505e+01
253      3.38844156e+02    2.36068820e+01    1.51476095e+01
254      3.46736850e+02    2.36068586e+01    1.51475686e+01
255      3.54813389e+02    2.36068352e+01    1.51475278e+01
256      3.63078055e+02    2.36068118e+01    1.51474871e+01
257      3.71535229e+02    2.36067886e+01    1.51474466e+01
258      3.80189396e+02    2.36067655e+01    1.51474063e+01
259      3.89045145e+02    2.36067426e+01    1.51473663e+01
260      3.98107171e+02    2.36067198e+01    1.51473266e+01
261      4.07380278e+02    2.36066972e+01    1.51472872e+01
262      4.16869383e+02    2.36066748e+01    1.51472482e+01
263      4.26579519e+02    2.36066527e+01    1.51472096e+01
264      4.36515832e+02    2.36066308e+01    1.51471714e+01
265      4.46683592e+02    2.36066092e+01    1.51471338e+01
266      4.57088190e+02    2.36065879e+01    1.51470966e+01
267      4.67735141e+02    2.36065669e+01    1.51470600e+01
268      4.78630092e+02    2.36065462e+01    1.51470239e+01
269      4.89778819e+02    2.36065258e+01    1.51469884e+01
270      5.01187234e+02    2.36065058e+01    1.51469535e+01
271      5.12861384e+02    2.36064862e+01    1.51469192e+01
272      5.24807460e+02    2.36064669e+01    1.51468856e+01
273      5.37031796e+02    2.36064480e+01    1.51468527e+01
274      5.49540874e+02    2.36064295e+01    1.51468204e+01
275      5.62341325e+02    2.36064114e+01    1.51467889e+01
276      5.75439937e+02    2.36063937e+01    1.51467580e+01
277      5.88843655e+02    2.36063764e+01    1.51467278e+01
278      6.02559586e+02    2.36063595e+01    1.51466984e+01
279      6.16595002e+02    2.36063431e+01    1.51466697e+01
280      6.30957344e+02    2.36063270e+01    1.51466417e+01
281      6.45654229e+02    2.36063114e+01    1.51466144e+01
282      6.60693448e+02    2.36062962e+01    1.51465878e+01
283      6.76082975e+02    2.36062813e+01    1.51465620e+01
284      6.91830971e+02    2.36062669e+01    1.51465369e+01
285      7.07945784e+02    2.36062530e+01    1.51465125e+01
286      7.24435960e+02    2.36062394e+01    1.51464888e+01
287      7.41310241e+02    2.36062262e+01    1.51464659e+01
288      7.58577575e+02    2.36062134e+01    1.51464436e+01
289      7.76247117e+02    2.36062011e+01    1.51464220e+01
290      7.94328235e+02    2.36061891e+01    1.51464011e+01
291      8.12830516e+02    2.36061775e+01    1.51463809e+01
292      8.31763771e+02    2.36061662e+01    1.51463613e+01
293      8.51138038e+02    2.36061554e+01    1.51463423e+01
294      8.70963590e+02    2.36061449e+01    1.51463240e+01
295      8.91250938e+02    2.36061347e+01    1.51463064e+01
296      9.12010839e+02    2.36061249e+01    1.51462893e+01
297      9.33254301e+02    2.36061155e+01    1.51462728e+01
298      9.54992586e+02    2.36061064e+01    1.51462569e+01
299      9.77237221e+02    2.36060976e+01    1.51462416e+01
300      1.00000000e+03    2.36060891e+01    1.51462268e+01
301      1.02329299e+03    2.36060809e+01    1.51462125e+01
302      1.04712855e+03    2.36060731e+01    1.51461988e+01
303      1.07151931e+03    2.36060655e+01    1.51461856e+01
304      1.09647820e+03    2.36060582e+01    1.51461729e+01
305      1.12201845e+03    2.36060512e+01    1.51461606e+01
306      1.14815362e+03    2.36060444e+01    1.51461488e+01
307      1.17489755e+03    2.36060379e+01    1.51461375e+01
308      1.20226443e+03    2.36060316e+01    1.51461266e+01
309      1.23026877e+03    2.36060256e+01    1.51461161e+01
310      1.25892541e+03    2.36060199e+01    1.51461061e+01
311      1.28824955e+03    2.36060143e+01    1.51460964e+01
312      1.31825674e+03    2.36060090e+01    1.51460871e+01
313      1.34896288e+03    2.36060039e+01    1.51460782e+01
314      1.38038426e+03    2.36059990e+01    1.51460696e+01
315      1.41253754e+03    2.36059943e+01    1.51460614e+01
316      1.44543977e+03    2.36059897e+01    1.51460535e+01
317      1.47910839e+03    2.36059854e+01    1.51460459e+01
318      1.51356125e+03    2.36059812e+01    1.51460387e+01
319      1.54881662e+03    2.36059772e+01    1.51460317e+01
320      1.58489319e+03    2.36059734e+01    1.51460251e+01
321      1.62181010e+03    2.36059697e+01    1.51460187e+01
322      1.65958691e+03    2.36059662e+01    1.51460125e+01
323      1.69824365e+03    2.36059629e+01    1.51460066e+01
324      1.73780083e+03    2.36059596e+01    1.51460010e+01
325      1.77827941e+03    2.36059565e+01    1.51459956e+01
326      1.81970086e+03    2.36059536e+01    1.51459904e+01
327      1.86208714e+03    2.36059507e+01    1.51459855e+01
328      1.90546072e+03    2.36059480e+01    1.51459807e+01
329      1.94984460e+03    2.36059454e+01    1.51459762e+01
330      1.99526231e+03    2.36059429e+01    1.51459718e+01
331      2.04173794e+03    2.36059405e+01    1.51459676e+01
332      2.08929613e+03    2.36059382e+01    1.51459636e+01
333      2.13796209e+03    2.36059360e+01    1.51459598e+01
334      2.18776162e+03    2.36059339e+01    1.51459561e+01
335      2.23872114e+03    2.36059319e+01    1.51459526e+01
336      2.29086765e+03    2.36059300e+01    1.51459493e+01
337      2.34422882e+03    2.36059281e+01    1.51459461e+01
338      2.39883292e+03    2.36059264e+01    1.51459430e+01
339      2.45470892e+03    2.36059247e+01    1.51459400e+01
340      2.51188643e+03    2.36059230e+01    1.51459372e+01
341      2.57039578e+03    2.36059215e+01    1.51459345e+01
342      2.63026799e+03    2.36059200e+01    1.51459319e+01
343      2.69153480e+03    2.36059186e+01    1.51459295e+01
344      2.75422870e+03    2.36059172e+01    1.51459271e+01
345      2.81838293e+03    2.36059159e+01    1.51459248e+01
346      2.88403150e+03    2.36059147e+01    1.51459226e+01
347      2.95120923e+03    2.36059135e+01    1.51459206e+01
348      3.01995172e+03    2.36059123e+01    1.51459186e+01
349      3.09029543e+03    2.36059113e+01    1.51459167e+01
350      3.16227766e+03    2.36059102e+01    1.51459148e+01
351      3.23593657e+03    2.36059092e+01    1.51459131e+01
352      3.31131121e+03    2.36059082e+01    1.51459114e+01
353      3.38844156e+03    2.36059073e+01    1.51459098e+01
354      3.46736850e+03    2.36059064e+01    1.51459082e+01
355      3.54813389e+03    2.36059056e+01    1.51459068e+01
356      3.63078055e+03    2.36059048e+01    1.51459053e+01
357      3.71535229e+03    2.36059040e+01    1.51459040e+01
358      3.80189396e+03    2.36059032e+01    1.51459027e+01
359      3.89045145e+03    2.36059025e+01    1.51459014e+01
360      3.98107171e+03    2.36059018e+01    1.51459002e+01
361      4.07380278e+03    2.36059012e+01    1.51458991e+01
362      4.16869383e+03    2.36059005e+01    1.51458980e+01
363      4.26579519e+03    2.36058999e+01    1.51458969e+01
364      4.36515832e+03    2.36058993e+01    1.51458959e+01
365      4.46683592e+03    2.36058988e+01    1.51458949e+01
366      4.57088190e+03    2.36058982e+01    1.51458939e+01
367      4.67735141e+03    2.36058977e+01    1.51458930e+01
368      4.78630092e+03    2.36058972e+01    1.51458921e+01
369      4.89778819e+03    2.36058967e+01    1.51458912e+01
370      5.01187234e+03    2.36058962e+01    1.51458904e+01
371      5.12861384e+03    2.36058957e+01    1.51458896e+01
372      5.24807460e+03    2.36058953e+01    1.51458888e+01
373      5.37031796e+03    2.36058949e+01    1.51458881e+01
374      5.49540874e+03    2.36058945e+01    1.51458874e+01
375      5.62341325e+03    2.36058941e+01    1.51458867e+01
376      5.75439937e+03    2.36058937e+01    1.51458860e+01
377      5.88843655e+03    2.36058933e+01    1.51458853e+01
378      6.02559586e+03    2.36058929e+01    1.51458846e+01
379      6.16595002e+03    2.36058925e+01    1.51458840e+01
380      6.30957344e+03    2.36058922e+01    1.51458834e+01
381      6.45654229e+03    2.36058918e+01    1.51458828e+01
382      6.60693448e+03    2.36058915e+01    1.51458822e+01
383      6.76082975e+03    2.36058911e+01    1.51458816e+01
384      6.91830971e+03    2.36058908e+01    1.51458810e+01
385      7.07945784e+03    2.36058905e+01    1.51458804e+01
386      7.24435960e+03    2.36058901e+01    1.51458798e+01
387      7.41310241e+03    2.36058898e+01    1.51458793e+01
388      7.58577575e+03    2.36058895e+01    1.51458787e+01
389      7.76247117e+03    2.36058892e+01    1.51458782e+01
390      7.94328235e+03    2.36058889e+01    1.51458776e+01
391      8.12830516e+03    2.36058885e+01    1.51458770e+01
392      8.31763771e+03    2.36058882e+01    1.51458765e+01
393      8.51138038e+03    2.36058879e+01    1.51458759e+01
394      8.70963590e+03    2.36058876e+01    1.51458754e+01
395      8.91250938e+03    2.36058872e+01    1.51458748e+01
396      9.12010839e+03    2.36058869e+01    1.51458742e+01
397      9.33254301e+03    2.36058866e+01    1.51458736e+01
398      9.54992586e+03    2.36058862e+01    1.51458730e+01
399      9.77237221e+03    2.36058859e+01    1.51458724e+01
400      1.00000000e+04    2.36058855e+01    1.51458718e+01
401      1.02329299e+04    2.36058852e+01    1.51458712e+01
402      1.04712855e+04    2.36058848e+01    1.51458706e+01
403      1.07151931e+04    2.36058845e+01    1.51458699e+01
404      1.09647820e+04    2.36058841e+01    1.51458693e+01
405      1.12201845e+04    2.36058837e+01    1.51458686e+01
406      1.14815362e+04    2.36058833e+01    1.51458679e+01
407      1.17489755e+04    2.36058829e+01    1.51458672e+01
408      1.20226443e+04    2.36058824e+01    1.51458664e+01
409      1.23026877e+04    2.36058820e+01    1.51458657e+01
410      1.25892541e+04    2.36058816e+01    1.51458649e+01
411      1.28824955e+04    2.36058811e+01    1.51458640e+01
412      1.31825674e+04    2.36058806e+01    1.51458632e+01
413      1.34896288e+04    2.36058801e+01    1.51458623e+01
414      1.38038426e+04    2.36058796e+01    1.51458614e+01
415      1.41253754e+04    2.36058790e+01    1.51458605e+01
416      1.44543977e+04    2.36058785e+01    1.51458595e+01
417      1.47910839e+04    2.36058779e+01    1.51458585e+01
418      1.51356125e+04    2.36058773e+01    1.51458574e+01
419      1.54881662e+04    2.36058767e+01    1.51458563e+01
420      1.58489319e+04    2.36058760e+01    1.51458552e+01
421      1.62181010e+04    2.36058753e+01    1.51458540e+01
422      1.65958691e+04    2.36058746e+01    1.51458527e+01
423      1.69824365e+04    2.36058739e+01    1.51458514e+01
424      1.73780083e+04    2.36058731e+01    1.51458501e+01
425      1.77827941e+04    2.36058723e+01    1.51458487e+01
426      1.81970086e+04    2.36058714e+01    1.51458472e+01
427      1.86208714e+04    2.36058706e+01    1.51458457e+01
428      1.90546072e+04    2.36058696e+01    1.51458441e+01
429      1.94984460e+04    2.36058687e+01    1.51458424e+01
430      1.99526231e+04    2.36058677e+01    1.51458407e+01
431      2.04173794e+04    2.36058666e+01    1.51458389e+01
432      2.08929613e+04    2.36058655e+01    1.51458369e+01
433      2.13796209e+04    2.36058644e+01    1.51458350e+01
434      2.18776162e+04    2.36058632e+01    1.51458329e+01
435      2.23872114e+04    2.36058620e+01    1.51458307e+01
436      2.29086765e+04    2.36058607e+01    1.51458284e+01
437      2.34422882e+04    2.36058593e+01    1.51458261e+01
438      2.39883292e+04    2.36058579e+01    1.51458236e+01
439      2.45470892e+04    2.36058564e+01    1.51458210e+01
440      2.51188643e+04    2.36058548e+01    1.51458182e+01
441      2.57039578e+04    2.36058532e+01    1.51458154e+01
442      2.63026799e+04    2.36058515e+01    1.51458124e+01
443      2.69153480e+04    2.36058497e+01    1.51458093e+01
444      2.75422870e+04    2.36058478e+01    1.51458060e+01
445      2.81838293e+04    2.36058459e+01    1.51458026e+01
446      2.88403150e+04    2.36058438e+01    1.51457991e+01
447      2.95120923e+04    2.36058417e+01    1.51457953e+01
448      3.01995172e+04    2.36058394e+01    1.51457914e+01
449      3.09029543e+04    2.36058371e+01    1.51457873e+01
450      3.16227766e+04    2.36058346e+01    1.51457830e+01
451      3.23593657e+04    2.36058320e+01    1.51457785e+01
452      3.31131121e+04    2.36058294e+01    1.51457738e+01
453      3.38844156e+04    2.36058265e+01    1.51457689e+01
454      3.46736850e+04    2.36058236e+01    1.51457638e+01
455      3.54813389e+04    2.36058205e+01    1.51457584e+01
456      3.63078055e+04    2.36058173e+01    1.51457528e+01
457      3.71535229e+04    2.36058139e+01    1.51457469e+01
458      3.80189396e+04    2.36058103e+01    1.51457407e+01
459      3.89045145e+04    2.36058066e+01    1.51457342e+01
460      3.98107171e+04    2.36058027e+01    1.51457274e+01
461      4.07380278e+04    2.36057987e+01    1.51457203e+01
462      4.16869383e+04    2.36057944e+01    1.51457129e+01
463      4.26579519e+04    2.36057900e+01    1.51457051e+01
464      4.36515832e+04    2.36057853e+01    1.51456970e+01
465      4.46683592e+04    2.36057804e+01    1.51456885e+01
466      4.57088190e+04    2.36057753e+01    1.51456796e+01
467      4.67735141e+04    2.36057699e+01    1.51456702e+01
468      4.78630092e+04    2.36057643e+01    1.51456604e+01
469      4.89778819e+04    2.36057584e+01    1.51456502e+01
470      5.01187234e+04    2.36057523e+01    1.51456395e+01
471      5.12861384e+04    2.36057458e+01    1.51456282e+01
472      5.24807460e+04    2.36057391e+01    1.51456165e+01
473      5.37031796e+04    2.36057320e+01    1.51456042e+01
474      5.49540874e+04    2.36057247e+01    1.51455913e+01
475      5.62341325e+04    2.36057169e+01    1.51455778e+01
476      5.75439937e+04    2.36057088e+01    1.51455636e+01
477      5.88843655e+04    2.36057003e+01    1.51455488e+01
478      6.02559586e+04    2.36056914e+01    1.51455333e+01
479      6.16595002e+04    2.36056821e+01    1.51455171e+01
